smiles,frequency,length
CC=C(C)C(=O)OCC=C(C)CCC=C(C)C,1,29
CCC=CCCOC(C)OCCC=CCC,1,20
CC=C(C)C(=O)OCCC,1,16
CCC=CCCOC(=O)c1ccccc1,1,21
CCC=CCCOC(=O)Cc1ccccc1,1,22
CCC=CCCCO,1,9
CCCCCCC=CC=CC=O,1,15
CCCCCCCC=CC=CC=O,1,16
CCC=CC=CCO,1,10
CCCCCC=CCC(=O)OC,1,16
CCCC(=O)C(CC)Cc1ccccc1,1,22
CCCCCC=CCOC(C)=O,1,16
OCC(O)C(O)=Cc1ccccc1,1,20
CC(=O)C=CCC(C)C,1,15
CC=Cc1ccc(OCC)c(OC)c1,1,21
CCC(=O)C=CC1=C(C)CCCC1(C)C,1,26
CC(=O)C=CC1=C(C)CCC(C)C1(C)C,1,28
CCC=C1OC(=O)c2ccccc21,1,21
CCC=CCCOC(=O)c1ccccc1N,1,22
CCC(=O)C=CC1C(C)=CCCC1(C)C,1,26
CC(C)CC=C(C=O)c1ccccc1,1,22
CC=CSC=CC,1,9
CCCC=CC1OCC(C)O1,1,16
CC(O)C=Cc1ccccc1,1,16
O=C(C=Cc1ccccc1)OCCc1ccccc1,1,27
CCC=CCCC(OCC)OCC,1,16
CC1COC(C=Cc2ccccc2)O1,1,21
CC=C(C)C(=O)OC(CC)CCCCC,1,23
CC=CC(=O)OCC=C(C)CCC=C(C)C,1,26
CC(=O)CC(=O)OCC=C(C)CCC=C(C)C,1,29
C=C1CCC(OC(C)=O)C(C)=CCC2C1CC2(C)C,1,34
CCC(=O)C=Cc1ccc(OC)cc1,1,22
CCC=CCCOC(=O)C=Cc1ccccc1,1,24
CC1=C(O)C(=O)C(C)S1,1,19
C=C(C)C(CO)CC=C(C)C,1,19
CCCCCC(O)CCCC(=O)OCC(O)CO,1,25
CCOCC=C(C)C,1,11
CCCCCCCCCOC(=O)CC(C)C,1,21
CCOC(CC(C)CCCC(C)(C)O)OCC,1,25
CCC(C)CCCC(C)C=O,1,16
CC=Cc1ccc(OC=O)c(OC)c1,1,22
CC(=O)CCc1ccc(C)cc1,1,19
CCCCCCCC=CCCC=O,1,15
CCC=CCC=CCCOC(C)=O,1,18
CC1(C)C2CC=C(COC=O)C1C2,1,23
CCC(=O)C1=NCCS1,1,15
CCC(S)S,1,7
CCCCC(=O)OCc1ccc(OC)cc1,1,23
CCCCCC=CCC=CC=CC=O,1,18
CC=C(C)C(=O)OCCC(C)CCC=C(C)C,1,28
CCCCC=CCCOC(=O)CC,1,17
CC=CC(C)C(=O)OCCCCCC,1,20
CCC=CCCOC(=O)CC(C)=O,1,20
CC=CCCC=CC=O,1,12
CCCCCCCC(=O)OCC=C(C)CCC=C(C)C,1,29
CCCCCCC=CCOC(C)=O,1,17
C=CC(C)=CCCC(C)(C)OC(C)=O,1,25
CCC=CCCC1CCC(=O)O1,1,18
CC1=CCC(C(C)(C)OC(=O)C=Cc2ccccc2)CC1,1,36
CCCCCC(=Cc1ccccc1)COC(=O)CC(C)C,1,31
CCCCCC(=Cc1ccccc1)COC=O,1,23
C=CCOC(=O)C=CC=CC,1,17
CCC(C=O)=Cc1ccco1,1,17
CCCOC(=O)C=Cc1ccco1,1,19
COc1ccc(C=CC(=O)C(C)C)cc1,1,25
C=CC(C)(CCC=C(C)CC)OC(C)=O,1,26
CCCCCC(C=Cc1ccccc1)OC(C)=O,1,26
CCCCC=C1OC(=O)C(C)=C1C,1,22
CC(C)=CCC=C(C)CCOC(=O)CC(C)C,1,28
CCCC(O)CCCC(=O)OCC,1,18
CCCCCC=CCC=O,1,12
CC(S)C(C)CO,1,11
CC=C(C)C(=O)OCCCCC,1,18
CCCCCC=CCCCCCCC=O,1,17
CCC=CCCC=CC(OCC)OCC,1,19
CCC=CCC1CCCC1=O,1,15
CC=CC(=O)OCCC=CCC,1,17
CC(C)=CCCC(C)=CCOCC=O,1,21
CCCCCCC=CC=CCO,1,14
C=C1C=CC(C(C)C)CCC(C)=CCC1,1,26
CCCCCCCC=CC=CCO,1,15
CCCC=CC(OC)OC,1,13
CCCCCC=CC=CC(=O)OC,1,18
CC=CCCCCCCCC(=O)OC,1,18
CCC=CCCOC(=O)CC=CCC,1,19
CCC=CCCCC=O,1,11
CCCC=CC(=O)OCCCCCC,1,18
CCC=CCC1=C(C)C(=O)CC1,1,21
CCCCCCCOC(=O)C=Cc1ccccc1,1,24
CCCCC=C(C=O)CC,1,14
CC(C)=CCCC(C)=CCCC(C)C=O,1,24
CC=CC=CCOC(=O)CCC,1,17
CCCCCCC1COC(=O)CO1,1,18
C=C1C=CCC(C)(C)C12CCC(C)O2,1,26
CCC=CCC=CC=CC=O,1,15
CCCCCCCCCC=CCOC(C)=O,1,20
CCC=CCC1CCCC(=O)O1,1,18
CC=CC(=O)C1CCC(C)(C)C=C1C,1,25
CCCCC=CCCCCC(=O)OCCC(C)C,1,24
CC=Cc1ccc(OCCCCC)c(OC)c1,1,24
CCC(C)C(=O)OCC=C(C)CCC=C(C)C,1,28
CCCC=CCOC(=O)c1ccccc1O,1,22
CC(=O)OC(C)C(C)=CC1C(C)=CCCC1(C)C,1,33
CC(C)=CCCC(C)=CCC1CCCC1=O,1,25
CCCCCCOC(=O)C=Cc1ccccc1,1,23
CC(C)=CCCC(C)=CCOC(=O)c1ccccc1N,1,31
CCCCCCCCCCc1ccco1,1,17
CC1=CC(=O)CO1,1,13
CC(C)C(C=O)c1ccccc1,1,19
CCCCC(S)CCOC,1,12
CC1COC(C)(C(C)O)O1,1,18
CCC=CCCC1CCCC(=O)O1,1,19
CC1C(O)CC2(C(C)C)CC12,1,21
CC(C)C(=O)OC(C)(C)c1ccccc1,1,26
CCC(=O)CC(C)(C)S,1,16
CCC(C)(S)CC(C)=O,1,16
CCCCC1(CCCC)CCC(=O)O1,1,21
CCCC(=O)OCC(C)c1ccccc1,1,22
CCCCCC(C)CCC(=O)O,1,17
CCCCC(C)CCC(=O)O,1,16
CC(C)C(=O)OCC(C)c1ccccc1,1,24
CCC=CCCCC(=O)OC,1,15
CC(C)CC1SSC(CC(C)C)S1,1,21
CC1CC(S)C(C)O1,1,14
CSC(C)CC(=O)C1=C(C)CCCC1(C)C,1,28
CCC(C)CCCCCCC=O,1,15
CC1OCCC(C)(C)S1,1,15
CC=CC(=O)OC(C)(C)Cc1ccccc1,1,26
c1cnc(CC2CCCCC2)cn1,1,19
C=C(C)CCCC(C)CCOC(=O)CC(C)C,1,27
CCCSSCc1ccco1,1,13
CC(C)CCSSSCCC(C)C,1,17
CCOC(=O)SCc1ccco1,1,17
COC(=O)CCSCc1ccco1,1,18
CC(C)=CCCC(C)CC(C)(C)O,1,22
CCC(C)CCCCC=O,1,13
CC(O)C(C)CS,1,11
CC(=O)C(C)Sc1ccoc1C,1,19
CCCCCCOC(C)OCCC(C)C,1,19
CC(C)CC1NC(CC(C)C)SC(CC(C)C)S1,1,30
CSCCCOC(=O)CS,1,13
CCCCCC(=O)OCCCSC,1,16
CCCC1OCCC(C)S1,1,14
Cc1occc1SSSSc1ccoc1C,1,20
CC(C)C1CCC(C)(S)CC1=O,1,21
CSSCC(C)=O,1,10
CCCCCC(CC)OC=O,1,14
CCCOC(=O)C(C)S,1,14
CC(=O)OCCCCC(C)C,1,16
C=CCOC(=O)CC1CCCCC1,1,19
CCCCOC(CCCC)OCCCC,1,17
CSCC(C=O)=CCC(C)C,1,17
CSSc1ccccc1C,1,12
C=CCCCC1CCCC(=O)O1,1,18
CCCCCCCC=CC(=O)OCCCC,1,20
CSCSSc1ccoc1C,1,13
Cc1occc1SSC1CCOC1C,1,18
CCCCCC(O)CCCC(=O)OCC1COC(C)(C)O1,1,32
CCC(C)C=C(C=O)CSC,1,17
CCCCCCCCCC(=O)OCc1ccco1,1,23
CCCCCC=CCCOC(C)=O,1,17
CC(C)CCOC(=O)CCCc1ccco1,1,23
CCC1N=C(C)CS1,1,13
CCOC(=O)CCCCSC,1,14
CCCCCCOC(CCCCC)OCCC(C)C,1,23
O=C1OC(C(O)CO)C(O)=C1O,1,22
C=CC=CC=CC=CCCC,1,15
CC(C)CC(=O)OCCC(C)(C)S,1,22
CCCSSSCC,1,8
CC(=O)c1cnc(C)c(C)n1,1,20
CCCCCCCCC(=O)C(=O)OC(=C(C)C)C(O)CO,1,34
CCCC(CS)OC=O,1,12
CCC=CC(=O)OC=CCCCC,1,18
CCCCC=COC(=O)c1ccco1,1,20
CCCCCC(OCC)OCCC,1,15
CC(=S)OC1(C)OCCC1C,1,18
CC(C)CC(C)(O)C1CCCS1,1,20
CCCCC=COC(=O)C=CCCCCC,1,21
CCCCCCCC=CC(=O)OC(CCCCCCCC)C(=O)O,1,33
CCCCC=COC(=O)C(C)CCC,1,20
CCCCCCCCC(OC(C)=O)C(=O)OC,1,25
CC(=O)OCC1C=CC(C(C)C)CC1,1,24
CCCCC=COC(=O)CCCCCCCC,1,21
CC(C)CCCOC(=O)CCC(C)C,1,21
CC1C(=O)C=C2C(C)(C)CC=CC21C,1,27
CCC=CCCCC1CCCC(=O)O1,1,20
CCCCC(C)C(C)(C)OC(=O)CC(C)C,1,27
CC(C)C=C(C=O)c1ccco1,1,20
CCCSC(O)(CS)CCC,1,15
CC=CC1(C)CCOSC1(C)C,1,19
CCCCCCCCCC(=O)Oc1ccccc1C,1,24
CCCCCCCC=COC(=O)CC(C)C,1,22
CCCOC(CC)OC(C)CCC,1,17
SCC1CC=CS1,1,10
CCCCCCCCC=CC(OC)OC,1,18
CCOC(=O)C1(c2ccccc2)OC1CC,1,25
CCCC(=O)CCSCc1ccco1,1,19
CCCCCCCCCCC(OC=O)C(=O)OC,1,24
Cc1coc(C(=O)c2cccs2)c1C,1,23
CC1=C(OC(=O)CO)CC(C(C)C)CC1,1,27
CC=CCOC(=O)C(C)CCC,1,18
CCCC(CCOC)[SH]=C(O)OCC,1,22
CNC,1,3
NC(CCC(=O)O)C(=O)O,1,18
NC(CS)C(=O)O,1,12
CSCCC(=O)C(=O)O,1,15
OCC(O)C(O)C(O)C(O)CO,1,20
CC(O)CC(=O)O,1,12
Oc1ccccc1O,1,10
CC(O)C(N)C(=O)O,1,15
CC(C)CCC=O,1,10
O=Cc1cccc(O)c1,1,14
O=C(O)C(=O)CS,1,13
CCC(=O)OC1(C)CCCCC1(C)C,1,23
CCCCCCCCC(S)C=O,1,15
CCC(=O)C(C)SSc1ccco1,1,20
CCCC=CC(OCCCC)OCCCC,1,19
CCCCCCCCC=CC=CC=CC=CC=O,1,23
O=C(O)CC(S)C(=O)O,1,17
OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,1,39
O=C(O)C1CC(O)CN1,1,16
Cn1cnc2c1c(=O)[nH]c(=O)n2C,1,26
CCCOC(=O)c1cc(O)c(O)c(O)c1,1,26
C1CNCCN1,1,8
O=C(O)CCCc1ccccc1,1,17
C=C(C)C(=O)O,1,12
OCC(S)CS,1,8
O=C(O)CCCCCCCC(=O)O,1,19
OCCS,1,4
O=C(O)CS,1,8
O=C(O)c1ccccc1C(=O)O,1,20
CC1(C)COC(=O)C1O,1,16
CCCCCCCCCCCCCCCC=O,1,18
CCOC(=O)C(C)C(C)=O,1,18
CC1CCCO1,1,8
OC1CCCC1,1,8
C=CC(=O)OC,1,10
CCOC(=O)C(=O)OCC,1,16
c1ccc2sccc2c1,1,13
COc1ccc(CO)cc1OC,1,16
Cc1ccc2ccccc2n1,1,15
c1ccc2nccnc2c1,1,14
Oc1ccccc1-c1ccccc1,1,18
CCc1ccccc1O,1,11
CC1(O)CCC(C(C)(C)O)CC1,1,22
C=CC(=C)C,1,9
O=C(O)CCS,1,9
COC(C)(C)OC,1,11
CC(C)(C)C(=O)O,1,14
CN,1,2
COC(=O)CCCCCCCCC(=O)OC,1,22
CCC(=O)CC(C)CC,1,14
CCOC(=O)OCC,1,11
CCCC(C)CO,1,9
CC(C)c1ccc(C(C)CC=O)cc1,1,23
CC(=O)Cc1ccccc1,1,15
CCOc1ccccc1,1,11
CCCCN(CCCC)CCCC,1,15
CC1(C)OCC(CO)O1,1,15
N#Cc1ccccc1,1,11
C=C(C)c1ccccc1,1,14
C=C(C)C(=O)OCCCC,1,16
C=C(C)C(=O)OCC(C)C,1,18
C=C(C)C(=O)OCC,1,14
CCCC(C)C(=O)O,1,13
C=C(C)C1CC=C(C)C(OC(=O)CC)C1,1,28
C=CCCCCCC,1,9
CCOCCOC(C)=O,1,12
CCCCCCCCCCCCCCCC(=O)OCCCC,1,25
C1CCCCC1,1,8
CCSCCO,1,6
COCCOC,1,6
CC(=O)CCC(C)=O,1,14
CC(=O)CCC(C)C,1,13
COCOC,1,5
Cc1cccnc1,1,9
Cc1ccncc1,1,9
Cc1cc(C)nc(C)c1,1,15
Cc1cc(C)cc(O)c1,1,15
COCC(C)O,1,8
CC(C)CCN,1,8
CCCN,1,4
CC(C)COC(=O)CCCCC(=O)OCC(C)C,1,28
CCCCOC(=O)CCC(=O)OCCCC,1,22
CCCCC(CC)C(=O)O,1,15
CCOC(=O)C1OC1c1ccccc1,1,21
CN1CCCC1,1,8
Cc1nc2ccccc2s1,1,14
CCC(=O)OC(C)c1ccccc1,1,20
CCCCC(CC)COC(=O)c1ccccc1O,1,25
CC1CC(OC(=O)c2ccccc2O)CC(C)(C)C1,1,32
CCCCCCCCCCCCCCCCCCO,1,19
CCCCCSSCCCCC,1,12
CCCCCCCCCCCO,1,12
C=CCCCCCCCCCC,1,13
CCCCCCCCCCCC,1,12
CCCCOCCOC(C)=O,1,14
CCCCOCCO,1,8
COc1cc(C(=O)O)cc(OC)c1O,1,23
COc1cc(CO)cc(OC)c1O,1,19
C=CC1(C)CCC(C(=C)C)CC1C(=C)C,1,28
CCCCCCCCCCCCCCCCC(=O)O,1,22
CCCCC(=O)CCCC,1,13
O=C1CCCCCC1,1,11
c1ccc2c(c1)CCO2,1,15
CC(C(=O)O)c1ccccc1,1,18
CC(O)C(C)(C)C,1,13
CCOCOCC,1,7
C1CS1,1,5
C1SCSS1,1,7
COc1cccc(C=O)c1O,1,16
CCCCCCCCCCCCCCCC(=O)OC(C)C,1,26
O=c1cccc[nH]1,1,13
CCOC(=O)CCCCC(=O)OCC,1,20
CCCCCCCCCCCCCCCCCC,1,18
C=CCOC(C)=O,1,11
Cc1cncc(C)c1,1,12
CC1C=CC(=O)O1,1,13
CC(C)(C)c1cccc(O)c1,1,19
Cc1cccnc1C,1,10
COc1ccccc1C(=O)O,1,16
CC(C)C(=O)C(C)C,1,15
CCC(C)C(C)=O,1,12
CCC(C)C(C)O,1,11
C=CCOCC,1,7
CCCCCCCCCCCCCCCC,1,16
CC(C)CCOCCC(C)C,1,15
O=C1CCCCO1,1,10
CCCCc1cccnc1,1,12
CCc1ccncc1,1,10
CC(C)CCCCO,1,10
Cc1ccc(C)[nH]1,1,14
CCC(C)(C)OC(C)=O,1,16
CCC(=O)CCC(C)C,1,14
CCOC(=O)CCCCCCCC(=O)OCC,1,23
CCOC(=O)CS,1,10
COc1ccc(C=O)cc1O,1,16
CC(C)c1cccc(O)c1,1,16
CCCC(O)C(C)C,1,12
Cc1ccsc1,1,8
COC(=O)OC,1,9
Cc1ccc(OC(=O)c2ccccc2)cc1,1,25
CCOc1ccccc1C=O,1,14
CC(C)C(O)C(C)C,1,14
COC(=O)C(C)=O,1,13
C=CC(C)O,1,8
CCCOC(=O)CCC(=O)OCCC,1,20
COC(=O)C=C(C)C,1,14
CC1CC(=O)CC(C)(C)C1,1,19
CCc1cccs1,1,9
CCCCCSCCCCC,1,11
C=CCCCO,1,7
CCCC(=O)OC(C)CC,1,15
CCOC(=O)CCCC(=O)OCC,1,19
C=C(C)C(C)=O,1,12
CCCCSCC,1,7
CCOC(=O)C=C(C)C,1,15
CCC(=O)Oc1ccccc1,1,16
COc1cccc(OC)c1OC,1,16
CCCCCCCCCCCCCCCCC,1,17
CCCCCCCCCCCCCCCO,1,16
CCCCCCCCCCCCCCCCOC(C)=O,1,23
CCC(C)(C)S,1,10
CCC(=O)COC(C)=O,1,15
CCCCCCCCCCCCCCCCCO,1,18
CCCCCCCCCCCCCCCCCC(=O)OCC(O)C1OCC(O)C1O,1,39
CCCCCCCCCCCCCCCCCC(=O)OCC(C)O,1,29
COc1ccc2ncccc2c1,1,16
COc1ccc(C)cc1O,1,14
Cc1ccc(C=O)[nH]1,1,16
Cn1cccc1C=O,1,11
CC1=C(C)C(=O)CC1,1,16
CCCCCCCCCCC,1,11
CCCCC1CCCO1,1,11
CC1CCC(C)O1,1,11
CC(=O)c1ccc(C(C)(C)C)cc1,1,24
CC(=O)CCCC(C)C,1,14
CCCCCC(=O)CCCCC,1,15
CC(C)(C)c1ccncc1,1,16
C=CCCCCC(C)=O,1,13
COC(C)(C)CCCC(C)CC=O,1,20
CC1OCCC1=O,1,10
CCCCCCCCCCCCCCCC(C)=O,1,21
CCCCCCCCCCCCCCCCS,1,17
Cc1ccc(C)c(O)c1C,1,16
COC(=O)CS,1,9
COc1cccc2ccccc12,1,16
CC(C)CCCC(C)CCCC(C)CCCC(C)C,1,27
CCC(C)CS,1,8
CC1CCCS1,1,8
COC(OC)C(C)C,1,12
CCCCCCCCCCCCC(=O)OC,1,19
OC1CCCCCCCCCCC1,1,15
CC(=O)CC(=O)OC(C)(C)C,1,21
CCOC(C)OC,1,9
CCCCCCCCCCCC(=O)OC(C)C,1,22
CCCCCCCCCCC(C)O,1,15
CCOCCC(OCC)OCC,1,14
CC=CC(=O)OCCCC,1,14
CCOC(OCC)C(C)Cc1ccc(C(C)C)cc1,1,29
CCCCCCCCCCCCCCC(=O)OC,1,21
CC(=O)CC(=O)OC1CCCCC1,1,21
OCC1COC(Cc2ccccc2)O1,1,20
CCC(C)CCCCCCC(=O)O,1,18
CCCCCCCCOC(=O)CCCCC,1,19
CCC(OC)OC,1,9
CCOC(CC)OCC,1,11
C=C(C)C1CCC2=CC(=O)CC(C)C2(C)C1,1,31
CC(=O)C1CC=C(C)C1(C)C,1,21
CCCSCC,1,6
Cc1ccsc1C,1,9
CCCCCOC(=O)CCC(C)C,1,18
CCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC,1,32
CC(=O)CC(C)(C)O,1,15
CCCCC(C=O)CC,1,12
CCOC(OCC)OCC,1,12
C=C(C)C(CC=C(C)C)COC(C)=O,1,25
CCCOC(C)OCC,1,11
CC1CC(=O)CC(C)(C)C1=O,1,21
CCCCC(=O)Oc1ccccc1,1,18
Cc1nc(C(C)C)oc1C,1,16
CCCCCCCCCCCCCCCCCCC(=O)OCC,1,26
CCC(C)C(=O)OC1CC(C)CCC1C(C)C,1,28
CCCCCCCCCCCCCCCCC(=O)OCC,1,24
CCc1cnc(CC)cn1,1,14
CCCCCCCCCCC(=O)OCCCC,1,20
CC(S)CS,1,7
CC(C)OC(=O)C(C)O,1,16
CC1(C)CCCC2(C)C1CCC1(C)OC(=O)CC12,1,33
CCCCc1nc(C)c(C)s1,1,17
CCOc1ccccc1CO,1,13
CCCCC=CCC(=O)OC,1,15
CC(=O)OC(C)CCCC(C)C,1,19
CCCC(=O)OCCC(C)CCCC(C)C,1,23
CC(=O)CC(=O)OC1CC(C)CCC1C(C)C,1,29
C=CC=CCCCCC,1,11
CCCCCCCCCCCCCCCC=CC=O,1,21
Cc1nc(C(C)C)sc1C,1,16
CCCc1csc(C)n1,1,13
CC(=O)C(C)S,1,11
CCc1nc(C)sc1C,1,13
CCCCCCCCCC(=O)OCCCC,1,19
CC1(O)CSC(C)(O)CS1,1,18
CC(O)C(C)S,1,10
C=CCC(C)C(=O)OCC,1,16
CC1OCCC12SC1CCOC1(C)S2,1,22
CCC(C=O)c1ccc(C)o1,1,18
CSC(C)CC=O,1,10
CCc1cc(OC)c(O)c(OC)c1,1,21
CC(=O)OC1C2(C)CCC(C2)C1(C)C,1,27
CC1CC(=O)C(=O)C1C,1,17
CCOC(=O)C(=O)CC(=O)CC,1,21
CC(=O)OC(C)CCc1ccccc1,1,21
O=C1CCCC=C1O,1,12
CCOCCC(=O)O,1,11
CC(=O)OC1=C(C)OC(C)C1=O,1,23
CC(=O)OCC1=CCC2CC1C2(C)C,1,24
C=CC(CC=O)c1ccccc1,1,18
Cc1ccc2c(c1)CCCC2(C)C,1,21
CCCCCCCCCCCCCCCC(=O)OCC(C)C,1,27
COC(=O)CO,1,9
COc1cccc(C=O)c1OC,1,17
CC(=O)OC(C)C(C)OC(C)=O,1,22
CCOC(=O)C(CC)(CC)C(=O)OCC,1,25
CC1=CC(=O)C2CC1C2(C)C,1,21
CC1SCCSS1,1,9
CCCCCCCCOC(=O)c1ccccc1O,1,23
C=CC(OCC)OCC,1,12
CC1COC(C)(C)O1,1,14
CC(C)C1CCC(C)C(O)C1,1,19
CCOC(=O)C(O)C(O)C(=O)OCC,1,24
CCC(S)C(C)=O,1,12
CC1OCCC1S,1,9
CC1=C(CCC(C)O)C(C)(C)CC=C1,1,26
CC(=O)C(C)C(C)=O,1,16
O=C(O)CCC1CCCCC1,1,16
CC(C)c1ccncc1,1,13
CCCCCCC(OCC)OCC,1,15
CC(=O)OCCCCOC(C)=O,1,18
CC(C)CC[N+](=O)[O-],1,19
COc1ccncc1,1,10
CC(C)CCOC(=O)c1ccco1,1,20
CCOC(=O)c1cccnc1,1,16
COC(=O)C(C)(C)C,1,15
CC(C)OC(=O)c1cccnc1,1,19
CC(=O)CC(=O)OC(C)C,1,18
Oc1ccc2c(c1)OCO2,1,16
CC(=O)Oc1cc(C)ccc1C(C)C,1,23
O=Cc1ccsc1,1,10
O=c1occcc1O,1,11
CCCOC(=O)CC(C)=O,1,16
CCCCCCC1OCC(O)CO1,1,17
CCCC(C)(C)S,1,11
CCCc1cccs1,1,10
COCc1ccc(OC)cc1,1,15
C=CC(C)(O)CCC1C(C)(O)CCC2C(C)(C)CCCC21C,1,39
CCOc1ccc(C(C)=O)cc1,1,19
CC(=O)C(=O)c1ccc(C)o1,1,21
CC(=O)OC1=C(C)CCC1=O,1,20
C=CCOC(=O)CC(C)=O,1,17
CC(C)(C)c1ccc(C=O)cc1,1,21
CC(=O)OC1CCCC1,1,14
CCCCCCCCCCCCCCCCCCOC(C)=O,1,25
CC(C)CCOC(=O)CCC(=O)OCCC(C)C,1,28
C=C(C)COC(=O)C(C)C,1,18
CCC(CC)C(=O)OC,1,14
CCCCC(OCC)OCC,1,13
O=C1CCCCCCCCCCCCC1,1,18
CC(=O)OC(C)(C)c1ccccc1,1,22
CCC(=O)c1ccco1,1,14
CCOC(=O)C(CC)CC,1,15
COc1cnc(C)cn1,1,13
CCCCCCCCCOC(=O)CCC,1,18
CCSC(=O)CC,1,10
CCOC(OCC)c1ccc(C)cc1,1,20
CCOC(OCC)c1ccc(OC)cc1,1,21
CCCCCCCCCCCCC(C)=O,1,18
CCCCCCCCCCOC(=O)CCCCCCC,1,23
CCCCCCCCCCCCCCCC(=O)OCCC,1,24
COC(=O)C(C)(C)O,1,15
CCOc1ccccc1OCC,1,14
CCC(=O)S,1,8
CCCCOC(=O)c1ccc(O)c(OC)c1,1,25
CCCCCCCCOC(=O)CCCCCCCC,1,22
COC1CCC(OC)O1,1,13
CCOC(=O)C(CC)C(C)=O,1,19
CCC(C)OC=O,1,10
CC1(C)C2CC3C(C2)C31C,1,20
CCOc1ccc(OC)cc1,1,15
Cc1ccc(CS)cc1,1,13
CCCCCC(=O)CCC,1,13
CCC(C)N=C=S,1,11
CCCc1ccco1,1,10
CCCCCCCCc1ccco1,1,15
CCOC(=O)COC,1,11
CC(=O)CCC(=O)OCC(C)C,1,20
CCCCCCCCCCCC(=O)OCCC,1,20
CCCC(OCC)OCC,1,12
CCCC(=O)OCCCc1ccccc1,1,20
CCCCCC(=O)OCc1ccc(OC)cc1,1,24
CCCCCOCc1ccccc1,1,15
CC(=O)Oc1cc(C(C)C)ccc1C,1,23
CCOc1ccc(CO)cc1,1,15
CC(C)CSSCC(C)C,1,14
Cc1ccsc1C=O,1,11
CCCCOc1ccc(C=O)cc1,1,18
C1=NCCC1,1,8
CC(C)COC(C)OCC(C)C,1,18
COc1cccc(CO)c1OC,1,16
CCC(=O)c1cc(OC)c(O)c(OC)c1,1,26
CCCCCCCCCCOC(=O)C(C)C,1,21
CC(C)COC(=O)COc1ccccc1,1,22
COc1ccc(CCCO)cc1,1,16
COCc1ccc(O)cc1,1,14
CCCCCCC=CC(=O)OCC,1,17
CCCCCC(C)C=O,1,12
CSC(C)CC(=O)O,1,13
CCCCCC(=O)OCC(CC)CCCC,1,21
CCOC(OCC)C(C)c1ccccc1,1,21
CCCCCCCCOC(=O)CC(C)=O,1,21
C=CCOC(=O)C(C)C,1,15
CCCCCCCCCCCCCC(=O)OCCC,1,22
CCOCCOCCC(C)C,1,13
CC(C)COC(CC(C)C)OCC(C)C,1,23
CC(=O)C(=O)OCC(C)C,1,18
CCCCCOC(C)OCCCCC,1,16
CCC(=O)c1ccc(C)o1,1,17
CCOC(=O)CCCCCCCCCCC(=O)OCC,1,26
CCCCC(=O)Oc1ccc(C)cc1,1,21
CCC(=O)OC1CCC(C(C)(C)C)CC1,1,26
COCCOC(=O)CC(C)=O,1,17
C=CC1(C)CCC(C(C)C)=CC1C(=C)C,1,28
CC(=O)CCC(=O)OC(C)C,1,19
C=C(C)COC(=O)CC,1,15
CCC(=O)OC(C)(C)C,1,16
CCCCCOC(=O)CCC(C)=O,1,19
CCOC(OCC)C(=O)CC,1,16
CC1=CCCC(C)(C)C1=O,1,18
CCC=CCCC(C)=O,1,13
CCOc1ccccc1OC,1,13
CC(=O)OCc1ccccc1C,1,17
CC(=O)OCc1cccc(C)c1,1,19
COC(=O)C1OC1c1ccccc1,1,20
CCC(O)CCC(C)C,1,13
CCC(C)CC(O)CC,1,13
CCC(C)OC(=O)C(C)O,1,17
CC(C)CC(O)C(=O)O,1,16
CCCCC(CC)COC(=O)CCS,1,19
CC(C)CC(=O)OC(C)c1ccccc1,1,24
CCC1OCC(C)O1,1,12
C=CC(C)(C=O)CC=C(C)C,1,20
CCC(C)C(=O)OCc1ccccc1,1,21
CCOC(C)OC(C)C,1,13
CCCCCCCCCCCCCC(=O)OCC(C)C,1,25
CCCCCCCCC(C(C)=O)C(=O)OCC,1,25
CCCCCC(C(C)=O)C(=O)OCC,1,22
CCOC(=O)C(C)SSC,1,15
CC(CC(=O)O)CC(C)(C)C,1,20
O=C(OCCCc1ccccc1)c1ccccc1O,1,26
CCC(=O)c1occc1C,1,15
CC(OCc1ccccc1)OCc1ccccc1,1,24
CCCC(=O)OCCOc1ccccc1,1,20
CCCC(=O)OC(C)C1CCCCC1,1,21
CC(=O)OCc1ccc(C)cc1C,1,20
CCCCCCCCCCCC(=O)OCCCCCC,1,23
COC(=O)C(C)O,1,12
CCCCCCCC(=O)CCc1ccc(O)c(OC)c1,1,29
C=CC(C)CO,1,9
C=C(C)C1CCC(C)(O)C(O)C1,1,23
CC(=O)OCC(C)O,1,13
CC1=CCCC(C)(C)C1C=O,1,19
CCCC(=O)OC1CC2(C)CCC1C2(C)C,1,27
CCCCCCCCC(=O)OCCc1ccccc1,1,24
CCCCCC1CC1C(=O)O,1,16
CCOCc1ccc(O)cc1,1,15
CCCC1C=CC(=O)O1,1,15
CCCCCC=CC(=O)OCCCC,1,18
CC(=O)OCC(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C(C=O)OC(C)=O,1,51
CCC1(C)OCC(C)O1,1,15
COc1ccc(C2OCC(C)O2)cc1,1,22
CC(O)COC(=O)Cc1ccccc1,1,21
CCCCCC(=O)OC(C)CCCCC,1,20
CCCCCCCCCCCCC1CCC(=O)O1,1,23
CCCCCCCCCC=CC(=O)O,1,18
COC(CCc1ccccc1)OC,1,17
